,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
120070,1,1,180000,284400,16456.5,225000,0.030755,-13261,-3596,-7106,-3758,0,2,16
120107,0,2,90000,178290,17496,157500,0.00712,-19728,-2781,-12206,-3162,0,2,9
120109,1,0,198000,467257.5,17743.5,328500,0.008575,-15133,-454,-6108,-4208,0,2,13
120110,0,0,202500,485640,38133,450000,0.015221,-19720,-4166,-2009,-2611,1,2,9
120111,0,0,225000,740704.5,35761.5,598500,0.00963,-11671,-956,-5873,-3698,0,2,15
120112,1,0,135000,675000,34596,675000,0.030755,-12548,-2120,-2410,-2332,0,2,11
120128,1,1,121500,288873,15376.5,238500,0.025164,-20620,-1698,-6435,-3279,0,2,9
120129,0,0,53613,183384,10656,162000,0.016612,-24353,365243,-5780,-5432,0,2,15
120147,1,0,72000,454500,21865.5,454500,0.020713,-10981,-1334,-1024,-2237,1,3,11
120148,0,1,157500,270000,13500,270000,0.025164,-15083,-1658,-4626,-5096,0,2,11
120192,0,2,216000,227520,15331.5,180000,0.018029,-13817,-1112,-163,-3415,0,3,11
120193,1,0,270000,327024,25965,270000,0.015221,-15792,-2901,-7271,-5164,1,2,9
120194,1,0,450000,1237500,61875,1237500,0.00733,-9148,-1933,-3814,-1821,0,2,13
120195,0,1,225000,539230.5,28363.5,409500,0.006852,-10525,-78,-2159,-2993,0,3,8
120196,0,2,225000,1215000,35523,1215000,0.018029,-12305,-2231,-5659,-4429,1,3,11
120197,0,0,47250,113746.5,8046,103500,0.031329,-20689,365243,-4057,-4250,0,2,8
120199,0,0,81000,327249,25344,292500,0.030755,-22512,365243,-690,-4873,0,2,12
120200,1,1,112500,203760,22072.5,180000,0.035792,-14368,-339,-5036,-2569,0,2,12
120201,0,2,112500,247500,12375,247500,0.010966,-12035,-3900,-10899,-2426,0,2,10
120202,0,0,283500,360000,18508.5,360000,0.018209,-9355,-111,-2672,-2020,0,3,7
120203,0,1,157500,792162,40576.5,630000,0.00712,-14159,-965,-8208,-4598,0,2,10
120204,1,2,81000,545040,25537.5,450000,0.018801,-12579,-1318,-3379,-74,0,2,10
120215,1,1,211500,873000,44703,873000,0.018209,-12038,-1112,-19,-4189,0,3,7
120228,0,0,135000,1285816.5,42624,1152000,0.020246,-20681,365243,-12873,-1807,0,3,12
120229,1,0,157500,382500,30217.5,382500,0.019101,-10527,-1765,-409,-2446,0,2,12
120230,0,0,90000,787086,23143.5,657000,0.025164,-15443,-7437,-2417,-2417,0,2,10
120231,0,0,112500,135000,6750,135000,0.006671,-15453,-1070,-1608,-2707,0,2,12
120232,0,0,77449.5,135000,7735.5,135000,0.035792,-20105,-623,-8820,-2003,1,2,15
120234,0,0,292500,900000,27288,900000,0.072508,-9188,-800,-1018,-1672,1,1,18
120235,0,1,157500,614574,19822.5,513000,0.018801,-16205,-1993,-8924,-5001,0,2,7
120236,0,0,112500,808650,23773.5,675000,0.02461,-20413,365243,-11612,-3966,0,2,12
120237,0,0,135000,1042560,31738.5,900000,0.008625,-20542,-10680,-339,-4091,0,2,11
120238,0,0,135000,1150204.5,36733.5,1030500,0.04622,-23701,-149,-12100,-4288,0,1,12
120239,1,0,202500,210456,16758,166500,0.010966,-19415,-518,-9249,-2702,0,2,17
120241,0,0,225000,711000,20785.5,711000,0.003069,-21267,365243,-6257,-4109,0,3,14
120242,1,1,225000,754740,24475.5,630000,0.010966,-11199,-4,-8061,-1802,0,2,17
120259,0,1,135000,1080000,38790,1080000,0.01885,-14161,-6671,-3697,-4901,1,2,10
120260,1,1,90000,479578.5,29110.5,414000,0.00702,-10245,-2104,-4130,-2552,0,2,17
120273,0,0,202500,963472.5,38340,778500,0.04622,-17471,-2838,-5176,-988,0,1,10
120274,0,0,58500,1256400,36733.5,900000,0.025164,-16029,-3875,-4132,-4146,0,2,21
120275,1,2,225000,539590.5,25285.5,445500,0.018209,-14359,-876,-1250,-4869,0,3,7
120276,0,2,135000,567000,20493,567000,0.018209,-14953,-8171,-1447,-348,0,3,11
120277,0,0,112500,450000,24543,450000,0.025164,-14491,-2485,-2912,-4145,0,2,8
120278,0,0,148500,706410,67203,679500,0.008625,-23433,365243,-2072,-4590,0,2,11
120279,0,0,180000,495351,30433.5,459000,0.01885,-11443,-2356,-296,-1114,0,2,12
120282,1,0,112500,423000,44545.5,423000,0.026392,-12960,-3938,-3641,-4369,0,2,10
120283,0,1,315000,585000,29250,585000,0.006233,-10889,-3587,-667,-1625,0,2,12
120285,0,1,162000,755190,38686.5,675000,0.01885,-12748,-2959,-2537,-4247,1,2,9
120286,0,1,180000,358344,24075,283500,0.006629,-11622,-682,-5447,-3520,0,2,11
120287,0,0,157500,497520,25402.5,450000,0.018029,-23481,-435,-8161,-5130,1,3,10
120288,0,1,405000,582768,42408,540000,0.010147,-10543,-942,-4588,-3208,1,2,20
120289,1,0,225000,521280,31630.5,450000,0.018634,-14889,-5234,-5425,-4256,1,2,14
120310,0,1,193500,592560,40216.5,450000,0.006671,-13124,-959,-132,-771,0,2,17
120311,0,0,112500,127350,13842,112500,0.01885,-13975,-886,-4384,-4804,0,2,17
120312,0,0,67500,298512,17266.5,270000,0.035792,-22460,365243,-3158,-3094,0,2,9
120313,1,2,198000,1762110,48586.5,1575000,0.018029,-13527,-4087,-1335,-4653,0,3,8
120340,0,0,360000,1303812,38119.5,1138500,0.04622,-19540,-2126,-5692,-1876,0,1,19
120342,0,0,135000,283500,18247.5,283500,0.015221,-17383,-5173,-8192,-933,0,2,11
120344,1,2,157500,314100,12420,225000,0.00733,-14170,-386,-363,-3951,0,2,17
120345,0,0,157500,440784,32202,360000,0.04622,-18654,-533,-7369,-2176,0,1,12
120346,0,0,72000,354276,19912.5,292500,0.00712,-22358,365243,-5854,-4115,0,2,9
120355,1,1,157500,497520,39438,450000,0.00496,-14260,-3108,-5372,-4161,0,2,14
120356,0,0,382500,327024,23926.5,270000,0.006207,-17960,-342,-1594,-1336,0,2,17
120357,0,0,56250,182286,17127,171000,0.002506,-18887,365243,-8337,-2427,0,2,2
120358,1,3,90000,517788,34731,427500,0.018801,-11308,-144,-1379,-3943,0,2,9
120400,0,1,216000,640080,29970,450000,0.018209,-15237,-1078,-5264,-4538,0,3,8
120401,1,0,270000,885762,28701,634500,0.035792,-11043,-1788,-5040,-3387,0,2,13
120402,0,0,171000,358213.5,20695.5,324000,0.035792,-18295,-1153,-6961,-1848,1,2,12
120403,0,1,112500,453514.5,35226,391500,0.035792,-15509,-592,-520,-3497,0,2,15
120406,0,0,67500,180000,9000,180000,0.028663,-14976,-3305,-2775,-4661,0,2,16
120407,0,0,270000,270000,13500,270000,0.018209,-15246,-4341,-8356,-4538,0,3,16
120409,0,1,405000,490500,58342.5,490500,0.018209,-17379,-1973,-4580,-919,0,3,13
120410,0,0,450000,720000,36000,720000,0.006207,-12832,-1529,-8728,-2482,0,2,19
120411,0,0,126000,74182.5,5737.5,67500,0.009334,-17458,-4447,-4334,-701,0,2,10
120412,0,2,135000,247500,12375,247500,0.0228,-14514,-6222,-185,-1924,0,2,17
120413,0,1,90000,270000,13500,270000,0.019689,-9527,-1273,-2870,-2135,0,2,13
120414,1,0,160650,443088,30105,382500,0.035792,-13306,-2540,-1060,-772,0,2,13
120416,0,0,63000,265851,18630,229500,0.007305,-20919,365243,-6295,-4447,0,3,11
120417,0,0,157500,832500,33147,832500,0.01452,-14989,-6893,-7607,-4929,0,2,16
120418,0,1,157500,900000,26316,900000,0.019689,-17762,-2675,-7853,-1297,0,2,16
120419,0,1,202500,805536,36531,720000,0.010147,-18469,-4185,-7349,-1977,0,2,12
120420,0,1,76500,474048,21010.5,360000,0.020713,-10687,-379,-10674,-2894,0,3,8
120423,0,1,292500,835380,40320,675000,0.035792,-16492,-6744,-2674,-34,0,2,14
120424,0,0,225000,641529,24988.5,535500,0.04622,-18629,-425,-1213,-2147,0,1,12
120425,0,0,166500,1223010,48501,1125000,0.009175,-10106,-1075,-934,-825,1,2,17
120426,0,6,315000,696150,29623.5,562500,0.006008,-16376,-2366,-8714,-4270,0,2,15
120427,1,0,135000,343800,16155,225000,0.031329,-20388,-166,-2652,-2652,0,2,14
120428,0,0,202500,521280,33835.5,450000,0.01885,-23457,365243,-1142,-3997,0,2,9
120429,0,1,103500,491823,29848.5,373500,0.01885,-9994,-416,-9994,-1316,0,2,14
120430,0,3,247500,2013840,55507.5,1800000,0.00702,-12766,-1493,-974,-2282,0,2,11
120431,0,0,135000,364896,19939.5,315000,0.00496,-15059,-235,-945,-4601,1,2,10
120432,0,0,112500,180000,9000,180000,0.015221,-9451,-929,-173,-2118,0,2,12
120434,0,0,108000,112500,11124,112500,0.015221,-15997,-7341,-4257,-4340,1,2,13
120435,1,0,135000,697500,23967,697500,0.026392,-16868,-1473,-7492,-399,0,2,10
120468,0,1,121500,993082.5,39514.5,913500,0.02461,-15980,-4236,-2016,-4608,0,2,17
120469,0,0,67500,457834.5,14503.5,378000,0.007305,-23199,365243,-10976,-4025,0,3,13
120471,1,0,90000,656811,20043,567000,0.022625,-24015,365243,-6334,-3900,0,2,11
120472,0,0,90000,343800,16155,225000,0.022625,-12888,-1221,-3890,-3890,0,2,17
120473,0,0,180000,630000,17325,630000,0.026392,-14524,-2684,-8155,-3892,1,2,11
120474,0,0,180000,906228,38524.5,810000,0.010556,-21177,-448,-2552,-2719,0,3,13
120475,0,1,157500,135000,6750,135000,0.025164,-15175,-3416,-5386,-4011,0,2,14
120476,0,0,126000,468121.5,24030,355500,0.008575,-12424,-1625,-6487,-3678,1,2,17
120477,0,1,180000,630000,20452.5,630000,0.0228,-15042,-1533,-7039,-1132,0,2,13
120478,1,0,171000,781920,37746,675000,0.00496,-12619,-1171,-771,-2742,0,2,17
120487,0,0,135000,407965.5,42970.5,369000,0.020713,-22654,365243,-8812,-5158,0,3,9
120489,1,2,315000,335592,26644.5,265500,0.01885,-11035,-2303,-4986,-3171,0,2,15
120504,0,1,112500,314100,16573.5,225000,0.035792,-10698,-736,-4622,-408,0,2,13
120505,1,0,135000,724981.5,34875,648000,0.004849,-10678,-2790,-10641,-1696,0,2,15
120506,0,0,67500,807984,26703,697500,0.020246,-18983,-837,-6987,-2533,0,3,6
120523,0,0,135000,263686.5,25816.5,238500,0.031329,-19161,-9141,-11659,-2715,0,2,9
120524,1,0,112500,1040985,30568.5,909000,0.035792,-13590,-282,-3147,-4161,0,2,13
120525,0,0,180000,904500,26577,904500,0.010006,-18744,-5640,-5596,-2284,0,2,11
120532,1,0,270000,270000,13500,270000,0.010643,-16347,-1288,-168,-4770,0,2,13
120533,0,0,202500,1291500,46521,1291500,0.01452,-21331,365243,-5282,-4820,0,2,12
120534,0,0,85500,832500,25240.5,832500,0.009334,-20991,365243,-11910,-4278,0,2,15
120536,0,0,117000,216000,22261.5,216000,0.028663,-10895,-874,-1132,-3569,0,2,9
120537,0,2,67500,202500,10125,202500,0.026392,-13648,-6901,-1651,-4080,0,2,12
120540,0,0,112500,270000,13914,270000,0.008474,-11463,-950,-5924,-3649,1,2,14
120542,1,0,112500,1125000,32895,1125000,0.025164,-17165,-4230,-3339,-704,1,2,12
120543,0,0,180000,473760,43969.5,450000,0.005144,-17347,-3456,-6837,-873,0,2,10
120544,0,3,126000,360000,24484.5,360000,0.028663,-11058,-644,-345,-858,0,2,10
120545,0,1,121500,288873,15084,238500,0.011657,-11530,-155,-1818,-4037,0,1,18
120546,1,0,67500,544491,17694,454500,0.018801,-21897,365243,-11001,-4559,0,2,11
120553,0,0,360000,1412032.5,41418,1233000,0.018801,-20318,-2158,-9075,-3827,0,2,8
120554,1,1,81000,450000,22018.5,450000,0.01452,-16624,-496,-1630,-168,0,2,11
120555,0,0,180000,283585.5,18252,256500,0.005084,-24105,365243,-8674,-4853,0,2,10
120556,0,1,204750,1396570.5,40963.5,1219500,0.020713,-13362,365243,-4102,-4108,0,3,11
120567,1,5,810000,241618.5,28804.5,229500,0.010006,-14914,-2593,-293,-4716,0,2,7
120568,0,0,85500,599472,21663,517500,0.01885,-12791,-4738,-1059,-4543,1,2,9
120569,0,1,112500,1023966,30069,733500,0.035792,-14683,-1901,-4679,-4727,0,2,11
120571,0,2,90000,1339146,39285,1048500,0.005313,-11267,-1341,-777,-2735,0,2,10
120572,0,0,202500,284400,19134,225000,0.019689,-24177,365243,-163,-4975,0,2,13
120573,1,0,90000,254700,17019,225000,0.004849,-11618,-4541,-5212,-4139,1,2,16
120574,0,0,225000,270000,13500,270000,0.009657,-11329,-678,-5037,-2429,0,2,12
120575,0,0,90000,270000,12717,270000,0.026392,-8592,-672,-2935,-1244,0,2,12
120576,0,0,76500,254700,20250,225000,0.019101,-18028,-1719,-3393,-1575,0,2,13
120588,1,1,135000,814041,23931,679500,0.009175,-12188,-913,-5916,-2394,0,2,17
120620,0,0,225000,1350000,39604.5,1350000,0.01885,-21493,365243,-4918,-4972,0,2,11
120621,1,0,274500,239850,23494.5,225000,0.010006,-24552,365243,-11549,-4240,0,2,9
120645,0,0,103500,518562,19345.5,463500,0.018634,-22541,365243,-781,-4746,0,2,13
120646,0,1,90000,675000,41296.5,675000,0.003813,-14532,-318,-2668,-805,1,2,17
120648,0,2,225000,942300,30528,675000,0.018801,-16243,-90,-3481,-4187,0,2,8
120650,1,2,405000,1257430.5,40563,1098000,0.032561,-17803,-2346,-1705,-1347,0,1,10
120651,0,0,157500,270000,13500,270000,0.008625,-15874,-6527,-7253,-2822,1,2,18
120652,0,0,99000,755190,30078,675000,0.025164,-18090,-1573,-9064,-1624,0,2,8
120653,0,0,216000,409716,19840.5,342000,0.00702,-23769,365243,-4038,-4641,0,2,14
120654,0,0,126000,675000,22437,675000,0.026392,-21829,365243,-4244,-4582,0,2,10
120655,0,0,247500,314100,21375,225000,0.022625,-10258,-791,-4237,-1451,0,2,10
120656,1,1,270000,417024,18369,360000,0.031329,-16100,-2437,-509,-4448,1,2,9
120657,0,2,202500,713889,56533.5,661500,0.022625,-13099,-848,-1374,-5379,0,2,16
120658,1,0,112500,545040,31419,450000,0.002134,-14584,-780,-3900,-937,0,3,6
120676,1,0,76500,760131,22225.5,634500,0.031329,-22490,365243,-6961,-4024,0,2,7
120677,0,0,225000,942300,30528,675000,0.032561,-19006,-12133,-12969,-2546,0,1,11
120682,0,0,63000,202500,10125,202500,0.015221,-13452,-443,-2383,-4237,1,2,9
120683,0,0,270000,582768,37242,540000,0.019101,-11499,-835,-5356,-2014,1,2,15
120684,0,0,135000,177768,10332,135000,0.00733,-19888,-9412,-8430,-3396,0,2,12
120685,0,0,292500,447768,43618.5,405000,0.035792,-14438,-1174,-7884,-1612,0,2,15
120686,1,0,225000,1104997.5,36648,990000,0.031329,-14890,-2281,-454,-526,1,2,12
120687,0,0,202500,1006920,39933,900000,0.0105,-17723,-5670,-8477,-1075,0,3,11
120688,0,2,315000,1159515,37534.5,1012500,0.04622,-14211,-866,-4439,-4147,0,1,10
120689,1,0,135000,450000,22018.5,450000,0.026392,-12695,-573,-3749,-4169,0,2,12
120712,0,1,247500,550980,43659,450000,0.032561,-11355,-206,-10289,-3845,0,1,17
120714,1,0,112500,225000,17905.5,225000,0.010006,-8326,-767,-523,-312,0,2,15
120715,1,0,94500,142200,4540.5,112500,0.030755,-18670,-1581,-3576,-2208,1,2,9
120716,0,0,67500,239850,25830,225000,0.00823,-15178,-889,-915,-923,1,2,19
120727,0,0,135000,1125000,44748,1125000,0.028663,-20985,-880,-1731,-96,0,2,13
120728,1,1,157500,270000,14778,270000,0.026392,-9315,-2514,-493,-1646,0,2,12
120729,0,0,135000,450000,24412.5,450000,0.072508,-19392,-121,-12483,-2931,0,1,12
120730,0,0,85500,144000,14886,144000,0.008866,-22223,365243,-9735,-5088,0,2,13
120731,0,0,67500,163201.5,10917,148500,0.01885,-20633,365243,-362,-3906,0,2,11
120732,0,0,224995.5,450000,25362,450000,0.020713,-17626,-695,-7461,-1004,1,3,5
120733,0,1,157500,545040,25537.5,450000,0.004849,-11668,-3320,-3775,-3757,0,2,16
120735,1,0,135000,1288350,37669.5,1125000,0.035792,-13692,-4247,-2258,-4891,1,2,11
120750,0,0,126000,781920,23706,675000,0.04622,-22336,365243,-9219,-4095,0,1,18
120751,1,0,180000,545040,39627,450000,0.020713,-12360,-1116,-5327,-1523,0,3,7
120780,1,0,112500,545040,26509.5,450000,0.035792,-11953,-1349,-7996,-4027,1,2,10
120781,0,1,180000,900000,46084.5,900000,0.035792,-12998,-822,-2129,-3738,0,2,13
120782,0,1,135000,1312110,55723.5,1125000,0.010006,-17190,-1737,-2632,-656,0,2,13
120783,0,0,135000,542133,19471.5,468000,0.018209,-20753,365243,-3395,-4112,0,3,14
120784,0,2,81000,291915,19287,252000,0.018634,-12238,-279,-2033,-4577,0,2,13
120785,0,0,256500,691551,54769.5,625500,0.010032,-16372,-6264,-3684,-5365,0,2,6
120786,0,0,157500,1078200,31522.5,900000,0.008866,-20452,-6424,-8596,-3765,0,2,14
120787,1,0,103500,592560,30294,450000,0.028663,-8327,-842,-3190,-759,0,2,14
120801,1,0,157500,343683,18774,261000,0.032561,-8332,-252,-8295,-997,0,1,18
120802,0,1,450000,848745,46174.5,675000,0.018029,-11894,-1276,-1408,-1669,0,3,6
120804,0,0,90000,730017,35248.5,652500,0.00496,-19786,-2135,-5101,-3143,0,2,14
120805,1,1,99000,814041,23931,679500,0.018634,-17195,-3655,-8524,-737,1,2,18
120819,1,3,67500,450000,20979,450000,0.025164,-8579,-492,-1218,-800,1,2,8
120838,0,1,135000,447768,35505,405000,0.00733,-11178,-726,-4348,-2521,0,2,13
120839,0,0,103500,640080,31261.5,450000,0.020713,-10066,-1962,-69,-901,0,3,14
120841,1,0,180000,1005120,29389.5,720000,0.031329,-9070,-274,-158,-1733,0,2,7
120842,0,0,450000,900000,35824.5,900000,0.007305,-15731,-3177,-3067,-3269,1,3,12
120843,0,0,292500,450000,53536.5,450000,0.026392,-17474,-148,-4732,-1015,0,2,16
120844,0,0,76500,381528,17914.5,315000,0.025164,-10146,-792,-2665,-633,0,2,8
120845,1,3,135000,755190,38686.5,675000,0.025164,-15645,-3341,-2813,-2935,0,2,14
120846,0,0,193500,1350000,57330,1350000,0.01885,-22012,365243,-213,-3956,0,2,12
120847,0,1,247500,814041,28971,679500,0.025164,-15472,-1152,-7704,-4190,0,2,13
120848,1,0,117000,263686.5,15268.5,238500,0.025164,-22727,365243,-1178,-4841,0,2,8
120849,0,1,99000,251280,12960,180000,0.015221,-10135,-1476,-4419,-2762,1,2,13
120850,0,2,171000,454500,21996,454500,0.028663,-14493,-2586,-5170,-4434,0,2,14
120851,0,0,112500,351792,15034.5,252000,0.020713,-17851,-1568,-18,-1208,0,3,8
120852,1,0,157500,540000,17550,540000,0.026392,-12764,-2059,-2036,-4033,0,2,12
120882,1,2,180000,601470,30838.5,450000,0.019101,-12155,-2976,-731,-4648,0,2,11
120883,0,0,225000,805500,41256,805500,0.026392,-14694,-815,-115,-4666,0,2,15
120900,0,0,99000,495000,14184,495000,0.01885,-20682,365243,-353,-4233,0,2,12
120901,1,1,202500,450000,30573,450000,0.009334,-9982,-1683,-2174,-2167,1,2,21
120902,0,2,225000,765000,41661,765000,0.072508,-16765,-1651,-5829,-321,0,1,12
120903,1,2,76500,191880,20488.5,180000,0.01885,-13415,-1574,-2831,-4858,1,2,9
120904,0,0,279000,610762.5,64264.5,562500,0.006207,-18341,-686,-376,-1631,1,2,15
120906,0,1,67500,536917.5,30109.5,463500,0.028663,-11584,-1822,-11584,-1675,0,2,10
120907,0,0,270000,675000,49117.5,675000,0.011657,-12674,-1660,-9612,-4220,0,1,8
120908,0,1,202500,291384,23008.5,270000,0.008625,-15741,-5916,-5898,-3885,0,2,10
120909,1,0,99000,840996,24718.5,702000,0.007305,-19873,-3511,-3346,-3360,0,3,10
120910,0,0,103500,93964.5,7375.5,85500,0.008866,-9581,-457,-4276,-2071,0,2,12
120911,1,1,810000,180000,9000,180000,0.007114,-11839,-3112,-2908,-911,0,2,13
120912,0,1,202500,641173.5,28242,553500,0.019101,-19640,-3981,-6299,-3193,0,2,14
120926,0,2,783000,4050000,258025.5,4050000,0.009549,-15176,-201,-1529,-4722,1,2,14
120929,1,0,315000,547272,39955.5,495000,0.005084,-13364,-3704,-11396,-3173,0,2,12
120941,1,0,189000,983160,62964,900000,0.018634,-10400,-1021,-8688,-3076,0,2,9
120943,0,0,90000,254700,14350.5,225000,0.030755,-24196,365243,-10255,-4781,0,2,10
120944,0,0,157500,152820,16587,135000,0.010147,-12140,-963,-11633,-4694,0,2,13
120945,0,0,103500,675000,69165,675000,0.035792,-11327,-1913,-5162,-3328,1,2,16
120948,0,0,180000,900000,38263.5,900000,0.031329,-21690,-6110,-5515,-5119,0,2,13
120949,0,1,270000,1312110,55723.5,1125000,0.020713,-14312,-2573,-1571,-2711,0,3,9
120950,0,1,180000,528633,36922.5,472500,0.010556,-15054,-3837,-2623,-2685,0,3,16
120951,0,2,202500,1035072,30393,864000,0.010147,-12018,-3153,-2105,-11,0,2,15
120952,1,0,135000,225000,11074.5,225000,0.0228,-8438,-809,-3232,-838,0,2,15
120966,0,0,157500,398016,22846.5,360000,0.014464,-20932,365243,-9823,-4342,0,2,10
120967,1,0,49500,85320,5832,67500,0.0105,-22815,365243,-14209,-4029,0,3,15
120987,0,0,112500,1125000,33025.5,1125000,0.032561,-10578,-403,-10557,-132,1,1,8
120988,1,1,135000,284400,13963.5,225000,0.008019,-9394,-1097,-9376,-2067,0,2,16
121007,1,0,67500,180000,12159,180000,0.01885,-11389,-269,-11309,-3439,1,2,11
121008,0,0,135000,540000,26109,540000,0.015221,-17187,-1283,-6606,-729,1,2,13
121034,1,0,180000,675000,21906,675000,0.018209,-19362,-1344,-2024,-2315,0,3,6
121035,0,0,225000,1130062.5,44946,1039500,0.007114,-20584,-4715,-3820,-3812,0,2,14
121036,1,0,450000,305365.5,13581,207000,0.035792,-17505,-175,-775,-1063,0,2,14
121040,0,0,292500,1288350,37800,1125000,0.006207,-20012,-2304,-9989,-2635,0,2,14
121041,0,0,117000,594000,19291.5,594000,0.015221,-23385,-840,-5564,-3703,0,2,16
121042,1,0,166500,726381,48672,657000,0.010032,-18906,365243,-10272,-2277,0,2,7
121043,0,2,112500,91692,11011.5,81000,0.010966,-12000,-3921,-1864,-2746,0,2,13
121044,0,0,157500,176328,11911.5,139500,0.018634,-8381,-1148,-3277,-1031,0,2,15
121047,1,0,162000,472500,22860,472500,0.028663,-20305,-360,-7983,-3773,0,2,15
121070,1,0,85500,270000,21460.5,270000,0.026392,-11593,-1623,-407,-4150,1,2,14
121071,1,3,112500,1078200,31653,900000,0.018801,-10011,-91,-999,-2603,0,2,12
121076,0,0,180000,1080000,45886.5,1080000,0.028663,-18323,365243,-9612,-1868,0,2,14
121077,0,0,315000,1185120,39298.5,900000,0.032561,-19898,-1668,-6989,-3452,0,1,14
121079,1,0,202500,573408,29407.5,495000,0.035792,-18626,-1332,-9171,-2187,0,2,13
121082,1,0,180000,1125000,33025.5,1125000,0.009334,-20604,-3434,-4872,-4108,0,2,19
121096,0,0,162000,1246500,33426,1246500,0.030755,-23757,365243,-10305,-3920,0,2,13
121097,1,0,144000,395766,20335.5,283500,0.04622,-21000,-3004,-4305,-4302,0,1,11
121098,0,0,180000,225000,11650.5,225000,0.030755,-19724,-4765,-7279,-3229,1,2,15
121101,0,0,135000,508495.5,24462,454500,0.01885,-14708,-6638,-5204,-5228,1,2,14
121102,1,2,225000,640080,31261.5,450000,0.008019,-12475,-615,-6476,-4070,0,2,13
121121,1,0,193500,463500,16645.5,463500,0.072508,-20811,-746,-14811,-3860,0,1,14
121122,0,1,144000,479700,46728,450000,0.035792,-14085,-2925,-2121,-571,1,2,19
121148,0,0,247500,1560726,43047,1395000,0.01885,-20368,-2224,-5791,-2898,0,2,11
121149,0,0,202500,1118196,32823,801000,0.009175,-17449,-817,-5165,-990,0,2,16
121150,0,0,135000,333621,30726,288000,0.003813,-10988,-1456,-4259,-2716,1,2,10
121151,0,0,189000,106213.5,5890.5,72000,0.022625,-15288,-3463,-782,-5545,0,2,10
121153,1,1,135000,180000,9000,180000,0.006008,-10059,-912,-844,-2735,0,2,10
121154,0,1,135000,373311,19188,283500,0.0105,-12612,-1561,-895,-5270,0,3,11
121155,0,0,67500,454500,16321.5,454500,0.00702,-10248,-1677,-3490,-2916,1,2,12
121157,0,0,135000,272520,17545.5,225000,0.026392,-13436,-2859,-3297,-2780,1,2,9
121158,0,0,103500,526500,17113.5,526500,0.028663,-16993,-5826,-9044,-517,1,2,12
121159,0,0,270000,1138500,32755.5,1138500,0.030755,-16787,-3217,-9404,-333,0,2,16
121161,1,1,108000,454500,13288.5,454500,0.00823,-14349,-4082,-4267,-5108,0,2,15
121172,0,0,157500,675000,21906,675000,0.01452,-23518,365243,-2548,-4623,0,2,12
121173,1,0,202500,835380,40320,675000,0.030755,-16626,-419,-9403,-178,0,2,18
121179,1,0,135000,328405.5,17325,283500,0.010643,-21947,365243,-11049,-4330,0,2,14
121207,0,2,180000,541323,29493,405000,0.032561,-16306,-8412,-138,-6023,0,1,17
121209,0,0,337500,493497,58698,454500,0.04622,-10136,-1328,-4516,-2826,0,1,13
121210,0,0,90000,675000,19867.5,675000,0.026392,-22661,365243,-7882,-4059,0,2,12
